filename,label,classname
AnnualCrop\AnnualCrop_1941.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2243.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_935.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2611.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_162.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2574.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_344.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2291.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2426.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1636.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_55.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1217.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1892.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2774.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2772.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_754.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2635.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_188.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1860.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_922.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2353.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_148.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1224.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_78.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1946.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_552.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2106.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1485.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2598.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2931.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2380.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1757.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_675.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1482.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1017.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2298.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1179.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1685.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1257.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1713.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_389.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2918.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1344.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_234.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1742.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1328.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2139.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1583.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2507.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_635.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2737.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2553.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1386.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1547.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1039.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1532.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2265.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_676.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1359.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2323.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_5.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_466.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2320.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1996.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1478.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_674.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2019.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_649.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1427.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2946.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1030.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2110.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_554.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1162.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_877.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1312.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_140.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2746.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_315.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_369.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1747.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2365.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2769.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2130.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_53.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2886.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_530.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_43.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2030.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_631.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1286.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1955.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1056.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1948.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_836.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2350.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_294.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_285.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1237.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2283.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_899.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2313.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2647.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_454.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2874.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_857.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_373.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_863.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2087.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2837.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2206.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_548.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1963.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2492.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2686.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_361.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2887.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_131.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_224.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_919.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_890.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1999.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1129.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1479.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_339.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_660.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2973.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1620.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2125.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_653.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_665.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1798.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1967.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1163.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_287.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2384.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_176.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2568.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_610.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_200.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1640.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_637.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_364.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_800.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_976.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1020.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1696.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_931.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2059.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1418.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_182.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2048.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2008.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1766.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_231.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2835.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1940.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1063.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1072.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2985.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_720.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_396.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_731.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_36.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2867.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2904.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2445.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_740.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_995.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1301.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_700.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_505.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2541.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2758.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_706.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2880.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_437.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2381.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_606.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1048.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1337.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2402.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_996.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_499.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_575.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2821.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2939.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1014.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2010.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2433.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_958.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2344.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2414.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1741.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_851.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1850.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2695.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2685.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1910.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1385.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_870.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2053.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1326.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1325.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1016.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_62.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_892.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1564.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2669.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2305.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2748.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_672.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_112.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_962.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_663.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2910.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_522.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2411.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_633.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_902.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2855.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2286.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2827.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_764.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_56.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_486.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_304.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2950.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1299.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1721.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_737.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1546.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_531.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2050.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_768.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_70.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2804.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1674.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2246.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1658.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2370.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1484.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2752.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2141.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_571.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1984.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_273.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1552.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1614.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_386.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2440.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2969.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1131.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1389.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2170.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1893.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2806.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2565.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1105.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_120.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_245.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_494.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_293.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_438.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_41.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_990.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_628.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1029.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2047.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1109.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1637.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1191.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_532.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_213.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_583.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2085.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_699.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2525.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2267.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1363.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_618.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_84.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1243.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1194.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1456.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2146.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1595.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2061.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_158.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2705.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1057.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1357.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1746.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_673.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1474.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_489.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2970.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_608.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1957.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_743.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_878.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_212.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1806.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_745.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_883.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1768.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1753.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1655.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1060.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1653.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1187.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1886.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2640.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_655.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_797.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2822.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2501.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2180.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2386.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_573.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2680.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_274.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2038.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_452.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_646.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_244.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2972.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1008.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1392.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2809.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1210.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2269.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1724.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1387.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_81.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2856.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1502.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2330.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2725.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2564.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1358.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2100.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1641.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_427.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1697.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1953.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_235.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1434.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_232.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1201.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2424.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_417.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2151.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1897.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1245.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1959.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2909.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2803.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1540.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2666.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1445.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_431.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_160.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_803.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2688.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_172.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1905.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2455.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_384.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_820.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_722.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_607.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_71.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2832.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1496.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_346.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1246.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1452.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1878.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1743.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_22.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_4.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2796.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1740.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2133.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2441.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2012.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_679.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1451.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2536.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_572.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1281.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_1168.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2563.jpg,0,AnnualCrop
AnnualCrop\AnnualCrop_2798.jpg,0,AnnualCrop
